number,value,datetime_start,datetime_complete,duration,params_poisson_ratio,params_youngs_modulus,system_attrs_cma:generation,system_attrs_cma:large_n_eval,system_attrs_cma:n_restarts,system_attrs_cma:n_restarts_with_large,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:popsize,system_attrs_cma:poptype,system_attrs_cma:small_n_eval,state
405,6.165368954956961,2024-08-18 03:10:58.762576,2024-08-18 03:11:27.864743,0 days 00:00:29.102167,0.45384558884020754,0.16911008431650387,66.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310d36dace5d7fbe4bf48e91362a777b53f947494628c035f706394682f68314b008594683387945294284b014b02859468118943105a1a4d1118a7a1bf442949996aaf683f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310f2d901c73bb2eb3f887e2e5981f0d03f947494628c065f7369676d6194680b68114308a9a2ff32f5535b3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b428c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a918404447193356a9184079d85e6158a918403fbbe60256a9184044ec49fb56a9184012cc7af055a918409620959456a91840c089de2304ac1840128a64ad62b9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318ee1407e660c5753f456aca2ae70137bf7b61aac1be0ffa3e9474946275622e,6.0,small,0.0,COMPLETE
406,6.165367532772919,2024-08-18 03:11:27.944780,2024-08-18 03:11:55.339816,0 days 00:00:27.395036,0.4538787965715679,0.16910141650544946,66.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
407,6.165370635809891,2024-08-18 03:11:55.416451,2024-08-18 03:12:22.659132,0 days 00:00:27.242681,0.453842878983231,0.16911095445273738,66.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
408,6.16536700882287,2024-08-18 03:12:22.751784,2024-08-18 03:12:50.026896,0 days 00:00:27.275112,0.45387519574928087,0.16910200236556355,66.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
409,6.165365372139293,2024-08-18 03:12:50.096368,2024-08-18 03:13:19.127550,0 days 00:00:29.031182,0.4538624047274242,0.16910370585696252,66.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
410,6.165370396687403,2024-08-18 03:13:19.194143,2024-08-18 03:13:46.569488,0 days 00:00:27.375345,0.45383869632041146,0.16911144046846632,66.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
411,6.16536979207438,2024-08-18 03:13:46.645993,2024-08-18 03:14:14.381926,0 days 00:00:27.735933,0.45388225497391216,0.16909942504852105,67.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310545232a840e6b43fbad8657f97daf3bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310ec8c108c9b8e9e3ff3c79d653aaa6cbf947494628c055f6d65616e94682f68314b008594683387945294284b014b028594683989431089cb5426adb2eb3fedd10ccf68f0d03f947494628c065f7369676d6194680b6811430826ac6e6087415b3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b438c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a918404447193356a9184079d85e6158a918403fbbe60256a9184044ec49fb56a9184012cc7af055a918409620959456a91840a2ea448a55a91840be1682eb56a9184079db003097a9184054c3ac11c3b31840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318778c8ab1d4a6703fc8a7ab719b8631bfffd5a16c767ff43e9474946275622e,6.0,small,0.0,COMPLETE
412,6.1653682468182796,2024-08-18 03:14:14.488391,2024-08-18 03:14:41.583535,0 days 00:00:27.095144,0.4538632235232408,0.16910490382253274,67.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
413,6.1653706951833875,2024-08-18 03:14:41.668251,2024-08-18 03:15:10.576045,0 days 00:00:28.907794,0.4538472006658011,0.16910713088100973,67.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
414,6.1653684275738625,2024-08-18 03:15:10.659527,2024-08-18 03:15:37.919932,0 days 00:00:27.260405,0.4538652752055302,0.16910321250481936,67.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
415,6.165367352221063,2024-08-18 03:15:38.008879,2024-08-18 03:16:07.070882,0 days 00:00:29.062003,0.45387861161933957,0.16910068939829004,67.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
416,6.165367834209928,2024-08-18 03:16:07.215141,2024-08-18 03:16:34.751575,0 days 00:00:27.536434,0.4538439102271987,0.16910789654909184,67.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
417,6.165370051212911,2024-08-18 03:16:34.847403,2024-08-18 03:17:02.068305,0 days 00:00:27.220902,0.4538467480660765,0.1691094385304071,68.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943105778c6455fd1b13f65b6a10ea62fe3bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310c98d72252eaa893fa7e7357e4aaf54bf947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943108141cda8b0b2eb3fa664621469f0d03f947494628c065f7369676d6194680b68114308b4f869dc8139573f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b448c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a918404447193356a9184079d85e6158a918403fbbe60256a9184044ec49fb56a9184012cc7af055a918409620959456a91840a2ea448a55a91840be1682eb56a918405a76260f56a91840241e7eef56a91840cb21c29f66a9184070f5643649ad1840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318c9a5876fb1dd6a3feee76f4315ca2cbfbe1a58707242f13e9474946275622e,6.0,small,0.0,COMPLETE
418,6.165366224435574,2024-08-18 03:17:02.162302,2024-08-18 03:17:31.123547,0 days 00:00:28.961245,0.4538575201077984,0.16910534185797044,68.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
419,6.165369289990142,2024-08-18 03:17:31.192075,2024-08-18 03:18:00.269324,0 days 00:00:29.077249,0.4538630704183628,0.1691027342171303,68.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
420,6.165369419479986,2024-08-18 03:18:00.357585,2024-08-18 03:18:28.209788,0 days 00:00:27.852203,0.4538750158234691,0.16910127773203104,68.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
421,6.16536848453644,2024-08-18 03:18:28.305318,2024-08-18 03:18:55.520786,0 days 00:00:27.215468,0.4538765009999684,0.16910096045965228,68.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
422,6.165367411932159,2024-08-18 03:18:55.587730,2024-08-18 03:19:22.877754,0 days 00:00:27.290024,0.45385117907898115,0.1691072028837134,68.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
423,6.165367903752109,2024-08-18 03:19:22.961892,2024-08-18 03:19:50.480394,0 days 00:00:27.518502,0.45386643004394833,0.16910256887607172,69.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310e656e3e60aa8f3bfdd8de435cf3bdcbf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310012b76f5ea4fb3bf8744da1b66e3723f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310bb7eff2efcb1eb3f94afc0fb7ff0d03f947494628c065f7369676d6194680b68114308cbc22901a784573f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b458c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a918404447193356a9184079d85e6158a918403fbbe60256a9184044ec49fb56a9184012cc7af055a918409620959456a91840a2ea448a55a91840be1682eb56a918405a76260f56a91840241e7eef56a91840514177c355a9184008ca46c456a91840da7b8e446fa918400a0b0b511ead18409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943183b8a5aa9583f6d3f4b26b4b988272ebfdf27e765201bf13e9474946275622e,6.0,small,0.0,COMPLETE
424,6.165370820903383,2024-08-18 03:19:50.552755,2024-08-18 03:20:17.925970,0 days 00:00:27.373215,0.4538438163378126,0.16910667503681864,69.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
425,6.165368440362419,2024-08-18 03:20:18.074525,2024-08-18 03:20:47.041813,0 days 00:00:28.967288,0.45387054334362403,0.16910106484067144,69.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
426,6.1653678213469805,2024-08-18 03:20:47.134314,2024-08-18 03:21:16.230964,0 days 00:00:29.096650,0.45387033930382537,0.16910253116771706,69.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
427,6.165367488568672,2024-08-18 03:21:16.321345,2024-08-18 03:21:43.747708,0 days 00:00:27.426363,0.4538514003546871,0.1691068448285319,69.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
428,6.165367316729101,2024-08-18 03:21:43.912563,2024-08-18 03:22:12.799868,0 days 00:00:28.887305,0.4538652826763745,0.16910405594337763,69.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
429,6.165367776248504,2024-08-18 03:22:12.902269,2024-08-18 03:22:40.180716,0 days 00:00:27.278447,0.4538649171928899,0.16910387473999233,70.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943103866a3442ce4c0bf119822af4852c53f947494628c035f706394682f68314b008594683387945294284b014b0285946811894310dc4887a7bb087a3f60a1e626ed5d1a3f947494628c055f6d65616e94682f68314b008594683387945294284b014b028594683989431061e0c2434bb2eb3f9c90c48b78f0d03f947494628c065f7369676d6194680b6811430835495dc2a033523f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b468c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a918404447193356a9184079d85e6158a918403fbbe60256a9184044ec49fb56a9184012cc7af055a918409620959456a91840a2ea448a55a91840be1682eb56a918405a76260f56a91840241e7eef56a91840514177c355a9184008ca46c456a918400eb7c40c56a9184087f8edf756a918409ea302a972a91840ca48a95a95aa1840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318047859623192693faa261b04400a2abf048442c0d1f1ec3e9474946275622e,6.0,small,0.0,COMPLETE
430,6.165368672339419,2024-08-18 03:22:40.267569,2024-08-18 03:23:07.514693,0 days 00:00:27.247124,0.4538699749366875,0.16910277935467466,70.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
431,6.165367922223462,2024-08-18 03:23:07.600374,2024-08-18 03:23:34.786869,0 days 00:00:27.186495,0.45384947498231487,0.16910751647324201,70.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
432,6.165368776084668,2024-08-18 03:23:34.867482,2024-08-18 03:24:02.141682,0 days 00:00:27.274200,0.4538706033592821,0.16910308703103677,70.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
433,6.165367965260785,2024-08-18 03:24:02.205794,2024-08-18 03:24:31.100916,0 days 00:00:28.895122,0.4538592850892041,0.1691046301744474,70.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
434,6.165367686403013,2024-08-18 03:24:31.196178,2024-08-18 03:24:58.707674,0 days 00:00:27.511496,0.4538660097162496,0.16910259367935407,70.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
435,6.165366863998652,2024-08-18 03:24:58.850506,2024-08-18 03:25:28.057681,0 days 00:00:29.207175,0.45386983652660534,0.1691025177270312,71.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943105bccd1ae68e3cf3f2a7829611d47f9bf947494628c035f706394682f68314b008594683387945294284b014b028594681189431028a8bdb6288f9d3f9cd0d4fac5ab6dbf947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943101912b5ff79b2eb3f37b1c9a06bf0d03f947494628c065f7369676d6194680b6811430839a8b82679d0533f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b478c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b288594683989424001000026fbecda57a918405144d4c65aa91840425c0b9156a91840de18f66e60a91840c0a2be7e56a91840d08f936159a91840d3556a4c56a9184068693c3f58a918404447193356a9184079d85e6158a918403fbbe60256a9184044ec49fb56a9184012cc7af055a918409620959456a91840a2ea448a55a91840be1682eb56a918405a76260f56a91840241e7eef56a91840514177c355a9184008ca46c456a918400eb7c40c56a9184087f8edf756a918401daa932556a91840b640b46e56a91840847766077ba918406da79fb124aa1840e8abda4d80a91840763bebce43aa18406088872759a91840ea70f0d023aa1840e50b4fb857a91840d8e15f67e5a91840d26e56bf57a918408f63f5a7aea91840ca5a393d56a918402478d79d8ea91840a4f5a6c756a918400e93c39465a918402ce2513058a918401e48644b6ca91840947494628c055f635f316494682f68314b008594683387945294284b014b038594681189431820062785d6a2643fd3ac9e7904fd26bf5bceff06ccdeec3e9474946275622e,6.0,small,0.0,COMPLETE
